fever,coughing,depression,loss_of_appetite,diarrhoea,salivation,lameness,swelling,weight_loss,prognosis
0,0,0,1,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,0,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,1,0,0,0,0,rumen_acidosis
0,0,0,1,0,0,0,0,1,rumen_acidosis
0,0,0,1,0,0,0,0,1,rumen_acidosis
0,0,0,1,0,0,0,0,1,rumen_acidosis
0,0,0,0,1,0,0,0,1,rumen_acidosis
0,0,0,0,1,0,0,0,1,rumen_acidosis
0,0,0,0,1,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,0,0,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,1,0,0,0,0,0,calf_diphtheria
0,0,1,1,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,0,1,1,0,0,0,0,0,calf_diphtheria
0,1,0,0,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,1,1,0,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,1,0,1,0,0,0,0,0,calf_diphtheria
0,1,1,0,0,0,0,0,0,calf_diphtheria
0,0,0,1,0,0,1,0,1,foot_and_mouth
1,0,0,1,0,0,1,0,0,foot_and_mouth
1,0,0,1,0,0,1,0,0,foot_and_mouth
1,0,0,1,0,0,1,0,1,foot_and_mouth
0,0,0,0,0,0,1,0,1,foot_and_mouth
1,0,0,1,0,0,0,0,1,foot_and_mouth
1,0,0,0,0,0,1,0,1,foot_and_mouth
1,0,0,1,0,0,0,0,1,foot_and_mouth
1,0,0,1,0,0,1,0,0,foot_and_mouth
0,0,0,1,0,0,1,0,1,foot_and_mouth
1,0,0,0,0,0,1,0,1,foot_and_mouth
0,0,0,0,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,0,wooden_tongue
0,0,0,1,0,0,0,0,0,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,0,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,0,wooden_tongue
0,0,0,0,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
1,1,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,1,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,1,1,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,0,1,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,0,0,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,0,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,0,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,0,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,1,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,1,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,1,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,0,1,1,0,0,1,0,ragwort_poisoning
0,0,0,1,1,0,0,1,0,ragwort_poisoning
0,0,0,1,0,0,0,1,0,ragwort_poisoning
0,0,0,1,1,0,0,1,0,ragwort_poisoning
1,0,0,1,0,0,1,1,0,foot_rot
0,0,0,1,0,0,1,1,0,foot_rot
1,0,0,0,0,0,1,1,0,foot_rot
1,0,0,1,0,0,0,1,0,foot_rot
1,0,0,1,0,0,1,1,0,foot_rot
1,0,0,1,0,0,1,1,0,foot_rot
1,0,0,1,0,0,1,1,0,foot_rot
1,0,0,1,0,0,1,0,0,foot_rot
0,0,0,1,0,0,1,1,0,foot_rot
0,0,0,0,0,0,1,1,0,foot_rot
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
0,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,0,0,0,0,0,0,rift_valley_fever
0,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,0,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
0,0,0,1,0,0,0,0,0,rift_valley_fever
0,0,0,0,0,0,0,0,0,rift_valley_fever
1,0,0,0,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,1,0,0,1,acetonaemia
1,0,0,1,0,1,0,0,0,acetonaemia
1,0,0,1,0,0,0,0,0,acetonaemia
1,0,0,1,0,1,0,0,1,acetonaemia
0,0,0,1,0,1,0,0,1,acetonaemia
1,0,0,0,0,1,0,0,1,acetonaemia
0,0,0,1,0,1,0,0,1,acetonaemia
1,0,0,0,0,0,0,0,1,acetonaemia
1,0,0,1,0,1,0,0,0,acetonaemia
1,0,0,1,0,1,0,0,1,acetonaemia
0,0,0,1,0,1,0,0,1,acetonaemia
0,0,0,0,0,1,0,0,1,acetonaemia
1,0,0,0,0,1,0,0,1,acetonaemia
1,0,0,1,0,0,0,0,1,acetonaemia
1,0,0,1,0,0,0,0,0,acetonaemia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,0,0,0,0,0,0,calf_pneumonia
0,0,0,0,0,0,0,0,0,calf_pneumonia
0,0,0,0,0,0,0,0,0,calf_pneumonia
0,1,0,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,0,0,0,0,0,0,calf_pneumonia
0,1,0,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,0,trypanosomosis
1,1,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
1,0,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,0,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,0,0,0,0,0,0,0,fatty_liver_syndrome
0,0,1,0,0,0,0,0,0,fatty_liver_syndrome
1,1,0,0,0,0,0,0,0,fog_fever
0,1,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,0,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
0,1,0,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,0,0,0,0,0,0,calf_pneumonia
0,1,0,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,0,0,0,0,0,0,calf_pneumonia
0,0,0,0,0,0,0,0,0,calf_pneumonia
0,1,0,0,0,0,0,0,0,calf_pneumonia
0,1,1,0,0,0,0,0,0,calf_pneumonia
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,0,0,0,0,0,0,0,fatty_liver_syndrome
0,0,1,0,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,0,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
1,0,0,0,0,1,0,0,1,acetonaemia
1,0,0,1,0,0,0,0,1,acetonaemia
1,0,0,1,0,0,0,0,0,acetonaemia
1,0,0,1,0,1,0,0,1,acetonaemia
0,0,0,1,0,1,0,0,1,acetonaemia
0,0,0,0,0,1,0,0,1,acetonaemia
0,0,0,0,0,1,0,0,1,acetonaemia
1,0,0,0,0,0,0,0,1,acetonaemia
1,0,0,1,0,0,0,0,0,acetonaemia
1,0,0,1,0,0,0,0,0,acetonaemia
1,0,0,1,0,1,0,0,0,acetonaemia
1,0,0,1,0,1,0,0,1,acetonaemia
1,1,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,0,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,1,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,0,1,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,1,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,0,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,0,0,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,0,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,0,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,1,1,1,0,0,0,0,0,infectious_bovine_rhinotracheitis
1,1,1,0,0,0,0,0,0,infectious_bovine_rhinotracheitis
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,0,wooden_tongue
0,0,0,0,0,0,0,0,1,wooden_tongue
0,0,0,0,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,1,wooden_tongue
0,0,0,1,0,0,0,0,0,wooden_tongue
0,0,0,1,0,0,0,0,0,wooden_tongue
0,0,0,0,0,0,0,0,0,wooden_tongue
0,0,0,0,0,0,0,0,1,wooden_tongue
0,0,0,1,1,0,0,1,0,ragwort_poisoning
0,0,0,0,1,0,0,1,0,ragwort_poisoning
0,0,0,1,1,0,0,1,0,ragwort_poisoning
0,0,0,1,1,0,0,0,0,ragwort_poisoning
1,0,0,0,0,0,1,0,1,foot_and_mouth
1,0,0,0,0,0,0,0,1,foot_and_mouth
1,0,0,1,0,0,0,0,1,foot_and_mouth
1,0,0,1,0,0,1,0,1,foot_and_mouth
1,0,0,1,0,0,1,0,0,foot_and_mouth
0,0,0,1,0,0,1,0,1,foot_and_mouth
0,0,0,0,0,0,1,0,1,foot_and_mouth
1,0,0,0,0,0,0,0,1,foot_and_mouth
1,0,0,0,0,0,0,0,1,foot_and_mouth
1,0,0,1,0,0,0,0,1,foot_and_mouth
1,0,0,1,0,0,1,0,0,foot_and_mouth
1,0,0,1,0,0,1,0,0,foot_and_mouth
0,0,0,1,0,0,1,0,0,foot_and_mouth
0,0,0,1,0,0,1,0,1,foot_and_mouth
1,0,0,1,0,0,1,1,0,foot_rot
1,0,0,1,0,0,1,0,0,foot_rot
0,0,0,1,0,0,1,1,0,foot_rot
0,0,0,0,0,0,1,1,0,foot_rot
1,0,0,0,0,0,0,1,0,foot_rot
1,0,0,1,0,0,0,1,0,foot_rot
1,0,0,1,0,0,1,1,0,foot_rot
1,0,0,1,0,0,1,0,0,foot_rot
1,0,0,1,0,0,1,0,0,foot_rot
1,0,0,1,0,0,1,1,0,foot_rot
0,1,1,0,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,0,0,1,0,0,0,0,0,calf_diphtheria
0,1,0,0,0,0,0,0,0,calf_diphtheria
0,1,1,0,0,0,0,0,0,calf_diphtheria
0,1,1,0,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,1,1,1,0,0,0,0,0,calf_diphtheria
0,0,1,1,0,0,0,0,0,calf_diphtheria
0,0,0,1,0,0,0,0,0,calf_diphtheria
0,0,0,1,0,0,0,0,0,calf_diphtheria
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,0,0,0,0,0,0,traumatic_reticulitis
0,0,0,1,1,0,0,0,0,rumen_acidosis
0,0,0,0,0,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,0,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,0,1,0,0,0,0,rumen_acidosis
0,0,0,1,0,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,0,1,0,0,0,0,rumen_acidosis
0,0,0,1,0,0,0,0,0,rumen_acidosis
0,0,0,1,0,0,0,0,1,rumen_acidosis
0,0,0,1,1,0,0,0,1,rumen_acidosis
0,0,0,0,1,0,0,0,1,rumen_acidosis
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
0,0,0,1,0,0,0,0,0,rift_valley_fever
0,0,0,0,0,0,0,0,0,rift_valley_fever
0,0,0,0,0,0,0,0,0,rift_valley_fever
1,0,0,0,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
1,0,0,1,0,0,0,0,0,rift_valley_fever
0,0,0,1,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,0,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,1,0,0,0,0,peri_weaning_diarrhoea
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,0,0,0,0,0,0,necrotic_enteritis
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,0,liver_fluke
0,0,1,0,0,1,0,0,0,listeriosis
1,0,1,0,0,0,0,0,0,listeriosis
0,0,0,1,0,1,0,0,0,listeriosis
1,0,1,0,0,0,0,0,0,listeriosis
1,0,0,0,0,1,0,0,0,listeriosis
0,0,1,0,0,1,0,0,0,listeriosis
0,0,1,1,0,0,0,0,0,listeriosis
1,0,0,1,0,0,0,0,0,listeriosis
1,0,1,0,0,1,0,0,0,listeriosis
0,0,1,0,0,1,0,0,0,listeriosis
1,0,0,0,0,1,0,0,0,listeriosis
1,0,0,0,0,1,0,0,0,listeriosis
0,0,0,1,0,0,0,0,0,listeriosis
0,0,1,1,0,0,0,0,0,listeriosis
0,0,1,1,0,1,0,0,0,listeriosis
1,0,1,0,0,1,0,0,0,listeriosis
0,0,0,1,0,0,0,0,1,gut_worms
0,0,0,1,0,0,0,0,1,gut_worms
0,0,0,0,0,0,0,0,1,gut_worms
0,0,0,0,0,0,0,0,1,gut_worms
0,0,0,1,0,0,0,0,0,gut_worms
0,0,0,1,0,0,0,0,1,gut_worms
0,0,0,1,0,0,0,0,1,gut_worms
0,0,0,1,0,0,0,0,1,gut_worms
0,0,0,0,0,0,0,0,1,gut_worms
0,0,0,0,0,0,0,0,1,gut_worms
0,0,0,0,0,0,0,0,0,gut_worms
0,0,0,1,0,0,0,0,0,gut_worms
0,0,0,1,0,0,0,0,0,gut_worms
0,0,0,1,0,0,0,0,1,gut_worms
0,0,0,1,1,0,0,0,0,displaced_abomasum
0,0,0,0,1,0,0,0,0,displaced_abomasum
0,0,0,1,1,0,0,0,0,displaced_abomasum
0,0,0,1,1,0,0,0,0,displaced_abomasum
0,0,0,1,1,0,0,0,0,displaced_abomasum
0,0,1,1,0,0,0,0,1,cryptosporidiosis
1,0,1,0,0,0,0,0,1,cryptosporidiosis
1,0,1,0,0,0,0,0,1,cryptosporidiosis
1,0,1,1,0,0,0,0,1,cryptosporidiosis
1,0,1,1,0,0,0,0,0,cryptosporidiosis
0,0,0,1,0,0,0,0,1,cryptosporidiosis
0,0,0,1,0,0,0,0,1,cryptosporidiosis
0,0,1,0,0,0,0,0,1,cryptosporidiosis
1,0,1,0,0,0,0,0,1,cryptosporidiosis
1,0,1,0,0,0,0,0,1,cryptosporidiosis
1,0,1,1,0,0,0,0,0,cryptosporidiosis
1,0,1,1,0,0,0,0,0,cryptosporidiosis
1,0,0,1,0,0,0,0,0,cryptosporidiosis
0,0,0,1,0,0,0,0,1,cryptosporidiosis
0,0,1,1,1,0,0,0,1,coccidiosis
0,0,1,1,0,0,0,0,1,coccidiosis
0,0,1,1,1,0,0,0,1,coccidiosis
0,0,1,0,1,0,0,0,1,coccidiosis
0,0,1,1,1,0,0,0,0,coccidiosis
0,0,0,0,0,0,0,0,0,bloat
0,0,0,0,0,0,0,0,0,bloat
0,0,0,0,0,0,0,0,0,bloat
0,0,0,0,0,0,0,0,0,bloat
0,0,0,0,0,0,0,0,0,bloat
1,0,0,1,0,0,1,0,0,blackleg
0,0,0,0,0,0,1,0,0,blackleg
1,0,0,0,0,0,0,0,0,blackleg
1,0,0,1,0,0,0,0,0,blackleg
1,0,0,1,0,0,1,0,0,blackleg
1,0,0,1,0,0,1,0,0,blackleg
1,0,0,1,0,0,1,0,0,blackleg
0,0,0,0,0,0,1,0,0,blackleg
0,0,0,0,0,0,0,0,0,blackleg
1,0,0,0,0,0,0,0,0,blackleg
1,0,0,1,0,0,0,0,0,blackleg
1,0,0,1,0,0,1,0,0,blackleg
1,0,0,1,0,0,1,0,0,blackleg
1,0,0,1,0,0,1,0,0,blackleg
0,0,0,1,0,0,1,0,0,blackleg
0,0,0,0,0,0,1,0,0,blackleg
1,0,1,1,0,0,0,0,0,mastitis
1,0,1,1,0,0,0,0,0,mastitis
1,0,1,1,0,0,0,0,0,mastitis
0,0,1,1,0,0,0,0,0,mastitis
1,0,0,0,0,0,0,0,0,mastitis
1,0,1,0,0,0,0,0,0,mastitis
1,0,0,1,0,0,0,0,0,mastitis
0,0,0,1,0,0,0,0,0,mastitis
0,0,1,1,0,0,0,0,0,mastitis
1,0,1,1,0,0,0,0,0,mastitis
1,0,0,1,0,0,0,0,0,mastitis
0,0,0,1,0,0,0,0,0,mastitis
0,0,0,0,0,0,0,0,0,mastitis
0,0,1,0,0,0,0,0,0,mastitis
1,0,1,0,0,0,0,0,0,mastitis
0,0,0,0,0,0,0,0,0,trypanosomosis
1,1,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
1,0,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,0,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,1,1,0,0,0,0,0,fatty_liver_syndrome
0,0,0,0,0,0,0,0,0,fatty_liver_syndrome
0,0,1,0,0,0,0,0,0,fatty_liver_syndrome
1,1,0,0,0,0,0,0,0,fog_fever
0,1,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
1,1,0,0,0,0,0,0,0,fog_fever
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,0,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,0,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,1,trypanosomosis
0,0,0,1,0,0,0,0,0,trypanosomosis
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,0,0,0,0,0,schmallen_berg_virus
0,0,0,0,1,0,0,0,0,schmallen_berg_virus
1,0,0,0,1,0,0,0,0,schmallen_berg_virus
0,0,0,1,1,0,0,0,1,peri_weaning_diarrhoea
0,0,0,1,1,0,0,0,0,peri_weaning_diarrhoea
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,0,0,0,0,0,0,necrotic_enteritis
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,1,0,0,0,0,0,necrotic_enteritis
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,1,liver_fluke
0,0,0,0,0,0,0,0,1,liver_fluke
